20000	2.29468e-08	1.06438e-10	50
40000	2.3178e-08	1.11472e-10	50
60000	2.29819e-08	1.30178e-10	50
80000	2.30512e-08	8.31839e-11	50
100000	2.30773e-08	1.06746e-10	50
120000	2.30704e-08	1.57583e-10	50
140000	2.30568e-08	1.06879e-10	50
160000	2.29702e-08	6.02268e-11	50
180000	2.31411e-08	1.21478e-10	50
200000	2.31242e-08	1.06303e-10	50
20000	3.76887e-09	7.6731e-11	50
40000	3.87317e-09	9.32442e-11	50
60000	3.98636e-09	1.69075e-10	50
80000	4.42427e-09	2.36735e-10	50
100000	4.39388e-09	2.04168e-10	50
120000	4.91682e-09	4.66819e-10	50
140000	5.98521e-09	5.89382e-10	50
160000	5.36658e-09	5.79432e-10	50
180000	6.26699e-09	8.65083e-10	50
200000	5.43744e-09	5.49371e-10	50
20000	3.76369e-09	7.39826e-11	50
40000	3.83509e-09	9.84864e-11	50
60000	4.21747e-09	1.67341e-10	50
80000	4.35507e-09	2.67011e-10	50
100000	4.66976e-09	2.97303e-10	50
120000	5.11603e-09	4.46173e-10	50
140000	5.07956e-09	5.79048e-10	50
160000	6.7028e-09	9.29352e-10	50
180000	5.70087e-09	5.23525e-10	50
200000	7.42726e-09	9.59124e-10	50
